date,open,high,low,close,volume,MACD,RSI
2016-04-15,208.010,208.172,207.400,207.780,75761615,1.959,62.978
2016-04-18,207.140,209.280,207.000,209.239,82530883,2.072,66.291
2016-04-19,209.740,210.200,208.940,209.900,87907889,2.189,67.701
2016-04-20,209.950,210.920,209.390,210.100,81015514,2.272,68.135
2016-04-21,210.120,210.250,208.650,208.970,85473874,2.221,62.982
2016-04-22,208.550,209.290,207.910,208.970,99051724,2.156,62.982
2016-04-25,208.260,208.660,207.540,208.610,66166494,2.051,61.269
2016-04-26,209.040,209.520,208.360,208.919,74756174,1.971,62.219
2016-04-27,208.470,209.810,208.050,209.350,77329437,1.920,63.561
2016-04-28,208.460,209.760,206.960,207.447,97182419,1.706,54.379
2016-04-29,206.720,207.130,205.030,206.331,142269337,1.430,49.830
2016-05-02,206.920,208.180,206.410,207.970,61908515,1.328,55.690
2016-05-03,206.520,206.800,205.280,206.159,106422142,1.089,48.895
2016-05-04,204.990,205.850,204.420,205.010,92199810,0.797,45.132
2016-05-05,205.560,205.980,204.470,204.970,67597222,0.556,45.002
2016-05-06,204.080,205.770,203.880,205.720,89131004,0.421,48.021
2016-05-09,205.550,206.400,205.360,205.889,74374922,0.324,48.706
2016-05-10,206.710,208.500,206.640,208.450,77472207,0.449,57.767
2016-05-11,207.910,208.540,206.500,206.500,81726989,0.386,50.457
2016-05-12,207.290,207.490,205.370,206.560,89586108,0.336,50.664
2016-05-13,206.210,206.860,204.380,204.760,96474527,0.151,44.642
2016-05-16,204.960,207.340,204.890,206.780,77286827,0.164,51.595
2016-05-17,206.460,206.800,204.230,204.851,114872440,0.019,45.693
2016-05-18,204.440,206.300,203.630,204.910,123493379,-0.090,45.897
2016-05-19,204.040,204.540,202.780,204.200,115274287,-0.231,43.768
2016-05-20,204.920,206.100,204.860,205.490,102240408,-0.236,48.447
2016-05-23,205.510,205.840,204.985,205.210,58682576,-0.259,47.523
2016-05-24,206.170,208.240,206.140,207.870,93537808,-0.063,56.094
2016-05-25,208.670,209.770,207.869,209.280,79221513,0.205,59.839
2016-05-26,209.440,209.710,208.970,209.340,55280699,0.417,59.995
2016-05-27,209.530,210.250,209.470,210.240,64211214,0.650,62.362
2016-05-31,210.560,210.690,209.180,209.840,109695380,0.793,60.644
2016-06-01,209.120,210.480,208.890,210.270,69936215,0.930,61.860
2016-06-02,209.800,210.930,209.240,210.910,63004749,1.079,63.660
2016-06-03,210.250,210.690,208.860,210.280,101757126,1.132,60.627
2016-06-06,210.700,211.770,210.510,211.350,64887045,1.247,63.783
2016-06-07,211.525,212.340,211.500,211.680,60974761,1.348,64.722
2016-06-08,211.840,212.520,211.690,212.370,66170920,1.468,66.669
2016-06-09,211.510,212.220,211.190,212.080,73738369,1.521,65.044
2016-06-10,210.460,210.860,209.430,210.070,113812158,1.386,55.036
2016-06-13,209.360,210.370,208.350,208.449,117713153,1.134,48.549
2016-06-14,208.000,208.740,206.920,208.040,124900786,0.892,47.042
2016-06-15,208.540,209.360,207.530,207.750,109118296,0.669,45.953
2016-06-16,206.730,208.570,205.590,208.370,147151930,0.536,48.688
2016-06-17,207.180,207.200,205.750,206.520,117049848,0.278,41.878
2016-06-20,208.820,209.610,207.750,207.850,82789603,0.178,47.557
2016-06-21,208.300,208.920,207.780,208.440,72361663,0.146,49.896
2016-06-22,208.650,209.500,207.930,208.100,94648471,0.091,48.552
2016-06-23,209.810,210.870,209.270,210.810,102649286,0.264,58.212
2016-06-24,203.630,210.846,202.720,203.243,333323397,-0.208,37.205
2016-06-27,201.590,201.600,198.650,199.600,248988660,-0.865,31.342
2016-06-28,201.480,203.230,201.120,203.200,159382399,-1.083,41.203
2016-06-29,204.820,206.930,204.720,206.660,137328614,-0.966,48.813
2016-06-30,207.210,209.540,206.560,209.475,164071948,-0.638,54.027
2016-07-01,209.360,210.490,209.290,209.921,106033833,-0.339,54.812
2016-07-05,208.950,209.080,207.710,208.410,109803713,-0.221,51.597
2016-07-06,207.830,209.800,207.060,209.660,96021491,-0.026,54.001
2016-07-07,209.870,210.649,208.630,209.526,85513827,0.116,53.693
2016-07-08,211.050,212.940,210.779,212.650,133962271,0.475,59.491
2016-07-11,213.190,214.070,212.950,213.400,73601937,0.811,60.762
2016-07-12,214.530,215.300,214.250,214.950,99915629,1.188,63.322
2016-07-13,215.440,215.450,214.350,214.920,87324009,1.468,63.236
2016-07-14,216.400,216.670,215.660,216.120,91230830,1.767,65.268
2016-07-15,216.780,217.012,215.308,215.830,106155401,1.957,64.342
2016-07-18,215.970,216.600,215.670,216.409,58725918,2.130,65.398
2016-07-19,215.910,216.230,215.630,216.190,54317728,2.224,64.618
2016-07-20,216.750,217.370,216.240,217.085,57659457,2.344,66.380
2016-07-21,216.970,217.220,215.750,216.265,67777310,2.345,63.271
2016-07-22,216.410,217.300,216.100,217.240,62787477,2.397,65.349
2016-07-25,217.000,217.060,215.970,216.650,55768147,2.364,63.025
2016-07-26,216.530,217.170,215.760,216.750,70080493,2.319,63.264
2016-07-27,217.190,217.270,215.620,216.520,84083893,2.239,62.269
2016-07-28,216.290,217.110,215.750,216.770,64870718,2.170,62.951
2016-07-29,216.460,217.540,216.130,217.120,79412836,2.120,63.934
2016-08-01,217.190,217.650,216.405,216.940,73311422,2.042,63.008
2016-08-02,216.650,216.830,214.570,215.549,92295481,1.847,56.234
2016-08-03,215.480,216.245,215.130,216.180,53993626,1.723,58.418
2016-08-04,216.310,216.780,214.250,216.410,46585528,1.625,59.216
2016-08-05,217.210,218.230,217.070,218.180,71677681,1.670,64.819
2016-08-08,218.400,218.520,217.740,218.050,39606479,1.677,64.122
2016-08-09,218.130,218.760,217.800,218.180,51219628,1.673,64.533
2016-08-10,218.310,218.404,217.230,217.640,57941092,1.608,61.391
2016-08-11,218.260,218.940,217.950,218.650,72504270,1.619,64.839
2016-08-12,218.290,218.710,217.990,218.460,61285544,1.594,63.687
2016-08-15,218.890,219.500,218.880,219.090,49813482,1.607,65.854
2016-08-16,218.600,218.680,217.960,217.960,53213621,1.509,59.047
2016-08-17,218.000,218.530,217.020,218.370,75086839,1.447,60.637
2016-08-18,218.340,218.900,218.210,218.860,52989266,1.421,62.510
2016-08-19,218.310,218.750,217.740,218.540,75443004,1.359,60.486
2016-08-22,218.280,218.800,217.830,218.530,61368766,1.295,60.420
2016-08-23,219.250,219.600,218.900,218.970,53399159,1.264,62.361
2016-08-24,218.800,218.910,217.360,217.850,71704949,1.137,54.969
2016-08-25,217.400,218.190,217.220,217.700,69224776,1.012,54.046
2016-08-26,217.920,219.120,216.250,217.290,122492760,0.870,51.497
2016-08-29,217.440,218.665,217.400,218.361,70502167,0.834,57.176
2016-08-30,218.260,218.590,217.350,218.000,58114543,0.768,54.846
2016-08-31,217.610,217.750,216.465,217.380,85269453,0.657,51.000
2016-09-01,217.370,217.730,216.030,217.390,97844207,0.564,51.059
2016-09-02,218.390,218.870,217.700,218.370,79293856,0.563,56.628
2016-09-06,218.690,219.120,217.860,219.031,56591489,0.609,59.938
2016-09-07,218.840,219.220,218.300,219.010,75699855,0.636,59.784
2016-09-08,218.620,218.940,218.150,218.510,73927880,0.610,56.040
2016-09-09,216.970,217.030,213.250,213.280,220088982,0.165,32.861
2016-09-12,212.390,216.810,212.310,216.340,166908481,0.059,46.741
2016-09-13,214.840,215.150,212.500,213.230,182755839,-0.273,38.116
2016-09-14,213.290,214.700,212.500,213.130,134000991,-0.538,37.874
2016-09-15,212.960,215.730,212.750,215.270,145569623,-0.568,45.804
2016-09-16,213.480,213.690,212.570,213.360,155131354,-0.738,40.799
2016-09-19,214.130,214.880,213.030,213.399,80249890,-0.860,40.941
2016-09-20,214.410,214.590,213.380,213.450,69665279,-0.941,41.139
2016-09-21,214.240,216.030,213.440,215.780,110263210,-0.808,49.499
2016-09-22,217.000,217.530,216.710,217.180,76670713,-0.583,53.750
2016-09-23,216.720,216.880,215.880,216.020,73630921,-0.493,49.995
2016-09-26,215.050,215.230,214.010,214.200,89825805,-0.562,44.717
2016-09-27,214.050,215.680,213.620,215.560,78445829,-0.501,49.046
2016-09-28,215.830,216.820,214.710,216.620,87314275,-0.363,52.189
2016-09-29,216.400,216.870,214.040,214.750,128070615,-0.400,46.715
2016-09-30,215.650,217.120,215.360,216.350,117152914,-0.296,51.411
2016-10-03,215.820,216.040,215.040,215.700,82487842,-0.264,49.502
2016-10-04,215.910,216.170,213.990,214.650,119632852,-0.319,46.499
2016-10-05,215.410,216.130,215.330,215.660,72693963,-0.278,49.662
2016-10-06,215.370,216.040,214.735,215.830,62927376,-0.230,50.196
2016-10-07,216.100,216.300,214.190,215.030,89525455,-0.253,47.636
2016-10-10,216.150,216.700,215.985,216.081,51055023,-0.184,51.160
2016-10-11,215.660,215.740,212.580,213.440,130367373,-0.339,43.278
2016-10-12,213.590,214.320,213.010,213.670,73841107,-0.438,44.086
2016-10-13,212.160,213.590,211.210,213.070,101356960,-0.558,42.390
2016-10-14,214.150,214.690,213.030,213.060,93199987,-0.647,42.361
2016-10-17,213.090,213.390,212.170,212.430,58275674,-0.760,40.466
2016-10-18,214.260,214.310,213.270,213.670,76869656,-0.740,45.621
2016-10-19,214.020,214.640,213.600,214.220,66519214,-0.672,47.783
2016-10-20,213.870,214.530,213.110,213.900,73639818,-0.637,46.621
2016-10-21,212.960,214.080,212.760,213.890,88923232,-0.603,46.583
2016-10-24,215.000,215.320,214.480,214.860,60121592,-0.493,50.781
2016-10-25,214.680,214.980,213.980,214.190,66542329,-0.454,47.977
2016-10-26,213.210,214.420,212.930,213.750,75700438,-0.453,46.173
2016-10-27,214.580,214.620,213.080,213.175,77220213,-0.493,43.853
2016-10-28,213.140,213.930,211.710,212.500,140564383,-0.573,41.233
2016-10-31,212.930,213.190,212.360,212.560,61272507,-0.624,41.568
2016-11-01,212.930,212.990,209.600,211.020,122781818,-0.780,35.922
2016-11-02,210.650,211.100,209.230,209.710,103330806,-0.998,31.948
2016-11-03,209.980,210.240,208.460,208.840,88939346,-1.226,29.605
2016-11-04,208.910,209.890,208.380,208.560,109122059,-1.414,28.871
2016-11-07,211.450,213.190,211.300,212.490,110039704,-1.231,48.257
2016-11-08,212.690,214.770,212.380,214.040,107108190,-0.950,53.625
2016-11-09,212.370,217.100,212.340,216.379,258273342,-0.533,60.317
2016-11-10,217.300,218.310,215.220,216.940,172113313,-0.155,61.742
2016-11-11,216.090,216.700,215.320,216.450,100552732,0.104,59.724
2016-11-14,217.030,217.270,215.720,216.570,94598487,0.315,60.068
2016-11-15,217.030,218.280,216.800,218.250,91652580,0.611,64.627
2016-11-16,217.560,218.140,217.420,217.939,65618128,0.811,63.189
2016-11-17,218.050,219.060,217.920,218.940,69797191,1.038,65.825
2016-11-18,219.070,219.270,218.290,218.480,86265751,1.168,63.572
2016-11-21,219.170,220.180,219.000,220.120,72402638,1.387,67.803
2016-11-22,220.510,220.790,219.730,220.570,67228957,1.579,68.872
2016-11-23,219.980,220.760,219.750,220.710,56620237,1.722,69.214
2016-11-25,221.100,221.560,221.010,221.520,37872255,1.879,71.188
2016-11-28,221.160,221.480,220.360,220.540,76572513,1.903,65.699
2016-11-29,220.520,221.440,220.170,220.880,69886690,1.927,66.660
2016-11-30,221.630,221.820,220.310,220.390,113291793,1.885,63.883
2016-12-01,220.730,220.730,219.150,219.561,79040387,1.764,59.377
2016-12-02,219.670,220.250,219.260,219.611,74840347,1.653,59.562
2016-12-05,220.660,221.400,220.420,220.940,67837821,1.654,64.232
2016-12-06,221.220,221.744,220.662,221.660,59877377,1.693,66.489
2016-12-07,221.520,224.670,221.380,224.550,110738050,1.934,73.672
2016-12-08,224.570,225.700,224.260,225.130,99714387,2.148,74.837
2016-12-09,225.410,226.530,225.370,226.530,88005766,2.403,77.434
2016-12-12,226.400,226.960,225.760,226.220,102016125,2.550,75.574
2016-12-13,227.020,228.340,227.000,227.690,110477195,2.754,78.243
2016-12-14,227.410,228.230,225.365,225.920,142499512,2.741,68.533
2016-12-15,226.160,227.810,225.890,226.770,124972554,2.767,70.431
2016-12-16,226.000,226.080,224.670,225.050,156420152,2.619,62.250
2016-12-19,225.250,226.020,225.080,225.500,90341147,2.509,63.446
2016-12-20,226.150,226.570,225.880,226.380,89838810,2.464,65.733
2016-12-21,226.250,226.450,225.770,225.790,67909039,2.354,62.893
2016-12-22,225.600,225.740,224.920,225.440,55719071,2.213,61.202
2016-12-23,225.430,225.720,225.210,225.700,36697822,2.098,62.019
2016-12-27,226.020,226.730,226.000,226.250,42672487,2.028,63.756
2016-12-28,226.570,226.590,224.270,224.430,64095014,1.805,54.819
2016-12-29,224.480,224.890,223.840,224.330,48696080,1.602,54.368
2016-12-30,224.730,224.830,222.730,223.520,108998328,1.359,50.728
2017-01-03,225.040,225.830,223.884,225.140,91366522,1.283,56.938
2017-01-04,225.620,226.750,225.610,226.530,78744433,1.320,61.430
2017-01-05,226.270,226.580,225.480,226.340,78379012,1.319,60.501
2017-01-06,226.530,227.750,225.900,227.250,71559922,1.375,63.359
2017-01-09,226.910,227.070,226.416,226.520,46939676,1.345,59.631
2017-01-10,226.480,227.450,226.010,226.480,63771939,1.303,59.425
2017-01-11,226.360,227.100,225.590,227.031,74650016,1.300,61.405
2017-01-12,226.500,226.750,224.955,226.551,72112531,1.244,58.716
2017-01-13,226.730,227.400,226.690,227.040,62717865,1.225,60.609
2017-01-17,226.310,226.780,225.800,226.280,61068314,1.135,56.290
2017-01-18,226.535,226.800,225.900,226.750,54793302,1.090,58.271
2017-01-19,226.840,227.000,225.410,226.010,66608767,0.983,54.113
2017-01-20,226.700,227.310,225.972,226.740,129068623,0.946,57.346
2017-01-23,226.350,226.805,225.270,226.170,75061645,0.861,54.139
2017-01-24,226.400,228.080,226.270,227.601,95555295,0.898,60.162
2017-01-25,228.700,229.570,228.510,229.550,84437898,1.073,66.598
2017-01-26,229.400,229.710,229.010,229.330,59970719,1.180,65.316
2017-01-27,229.420,229.590,228.760,228.990,59711118,1.223,63.287
2017-01-30,228.170,228.200,226.410,227.600,79737252,1.133,55.674
2017-01-31,226.980,227.600,226.320,227.510,75880805,1.041,55.211
2017-02-01,228.255,228.590,226.940,227.650,79117651,0.969,55.827
2017-02-02,227.200,228.100,226.820,227.770,69657560,0.911,56.380
2017-02-03,228.820,229.550,228.460,229.350,80563168,0.981,62.959
2017-02-06,228.870,229.326,228.540,228.970,57790108,0.995,60.592
2017-02-07,229.380,229.656,228.720,228.960,57931151,0.993,60.528
2017-02-08,228.610,229.390,228.310,229.240,51566218,1.003,61.755
2017-02-09,229.560,230.950,229.520,230.570,65955277,1.105,67.004
2017-02-10,231.000,231.770,230.622,231.490,66015892,1.246,70.064
2017-02-13,232.080,233.070,232.050,232.680,55182050,1.437,73.490
2017-02-14,232.560,233.710,232.160,233.710,71108983,1.653,76.044
2017-02-15,233.450,235.140,233.390,234.890,86785826,1.897,78.590
2017-02-16,234.960,235.155,233.850,234.740,84722437,2.055,77.463
2017-02-17,233.950,235.090,233.930,235.040,77204104,2.179,78.139
2017-02-21,235.520,236.690,235.510,236.440,88946051,2.363,80.999
2017-02-22,236.020,236.540,235.830,236.290,62115185,2.468,79.795
2017-02-23,236.880,236.900,235.560,236.440,74594902,2.535,80.113
2017-02-24,235.460,236.793,235.410,236.770,82381612,2.584,80.829
2017-02-27,236.640,237.310,236.350,237.090,56515440,2.619,81.524
2017-02-28,236.670,236.950,236.015,236.500,96961938,2.569,76.051
2017-03-01,238.390,240.320,238.370,239.741,149158170,2.760,82.858
2017-03-02,239.560,239.570,238.210,238.300,70245978,2.762,72.933
2017-03-03,238.170,238.610,237.730,238.430,81974300,2.743,73.245
2017-03-06,237.500,238.120,237.010,237.789,55391533,2.646,69.029
2017-03-07,237.360,237.770,236.760,237.000,65103737,2.477,64.133
2017-03-08,237.340,237.640,236.400,236.590,78168795,2.283,61.685
2017-03-09,236.700,237.240,235.740,236.830,90683918,2.125,62.585
2017-03-10,237.970,238.020,236.590,237.660,81991652,2.043,65.596
2017-03-13,237.620,237.860,237.240,237.800,57256824,1.966,66.091
2017-03-14,237.180,237.240,236.190,236.940,59880778,1.815,60.341
2017-03-15,237.560,239.440,237.290,238.880,96081750,1.831,67.261
2017-03-16,239.110,239.200,238.100,238.490,78343951,1.791,64.813
2017-03-17,237.750,237.970,237.030,237.101,89002111,1.629,56.871
2017-03-20,237.030,237.360,236.320,236.740,52536979,1.455,54.987
2017-03-21,237.470,237.610,233.580,233.760,131809275,1.064,42.470
2017-03-22,233.770,234.610,233.050,234.250,97569204,0.784,44.699
2017-03-23,234.000,235.340,233.600,233.940,100410277,0.532,43.550
2017-03-24,234.380,235.040,232.960,233.880,112504853,0.323,43.317
2017-03-27,231.930,233.920,231.610,233.575,87454452,0.131,42.089
2017-03-28,233.270,235.810,233.140,235.260,93483915,0.114,50.450
2017-03-29,234.990,235.810,234.725,235.560,61950354,0.124,51.785
2017-03-30,235.470,236.520,235.270,236.269,56737890,0.186,54.879
2017-03-31,235.900,236.510,235.680,235.680,73733094,0.186,51.899
2017-04-03,235.800,236.030,233.910,235.370,85546486,0.159,50.350
2017-04-04,235.000,235.580,234.555,235.520,56466195,0.148,51.111
2017-04-05,236.260,237.390,234.540,234.760,108800604,0.077,47.169
2017-04-06,234.940,236.040,234.425,235.370,69135757,0.069,50.471
2017-04-07,235.150,236.000,234.640,235.170,74412311,0.046,49.381
2017-04-10,235.360,236.255,234.730,235.290,67615302,0.037,50.077
2017-04-11,234.900,235.180,233.340,235.030,88045276,0.009,48.520
2017-04-12,234.740,234.960,233.770,234.141,81864436,-0.084,43.532
2017-04-13,233.640,234.490,232.510,232.560,92880394,-0.282,36.374
2017-04-17,233.110,234.570,232.880,234.570,68405367,-0.274,48.067
2017-04-18,233.720,234.490,233.080,233.860,83225836,-0.321,44.926
2017-04-19,234.520,234.950,233.180,233.490,68699868,-0.383,43.337
2017-04-20,234.150,235.845,233.780,235.300,92572186,-0.284,52.238
2017-04-21,235.250,235.310,234.130,234.590,110389847,-0.259,48.987
2017-04-24,237.180,237.410,234.563,237.160,119209877,-0.032,58.946
2017-04-25,237.910,238.950,237.810,238.520,76698265,0.255,63.056
2017-04-26,238.510,239.530,238.350,238.440,84702455,0.471,62.659
2017-04-27,238.770,238.950,237.980,238.600,57410326,0.647,63.159
2017-04-28,238.900,238.930,237.930,238.120,63532845,0.740,60.540
2017-05-01,238.680,239.170,238.195,238.630,66882521,0.844,62.327
2017-05-02,238.840,238.980,238.300,238.760,57375732,0.927,62.790
2017-05-03,238.290,238.877,237.700,238.520,73137731,0.962,61.293
2017-05-04,238.830,238.923,237.780,238.740,61462732,0.996,62.183
2017-05-05,239.190,239.720,238.680,239.680,62001269,1.087,65.801
2017-05-08,239.750,239.920,239.170,239.670,48385730,1.144,65.729
2017-05-09,239.960,240.190,239.040,239.440,51363200,1.158,63.994
2017-05-10,239.390,239.870,239.150,239.860,54293799,1.189,65.771
2017-05-11,239.350,239.570,238.130,239.459,62269354,1.168,62.596
2017-05-12,239.080,239.427,238.670,239.050,53912730,1.105,59.440
2017-05-15,239.470,240.440,239.450,240.230,61868937,1.138,64.929
2017-05-16,240.640,240.670,239.630,240.090,51241791,1.139,63.827
2017-05-17,238.100,238.640,235.750,235.929,172174107,0.795,41.335
2017-05-18,235.730,237.750,235.430,236.760,107047656,0.583,45.467
2017-05-19,237.330,239.080,237.270,238.270,115011373,0.531,52.075
2017-05-22,238.900,239.710,238.820,239.520,61010602,0.583,56.747
2017-05-23,239.950,240.240,239.510,240.030,48341683,0.659,58.524
2017-05-24,240.320,240.730,239.930,240.560,49181099,0.752,60.347
2017-05-25,241.200,242.080,240.960,241.740,64071661,0.911,64.127
2017-05-26,241.540,241.900,241.450,241.730,46629905,1.025,64.071
2017-05-30,241.340,241.790,241.160,241.530,35201897,1.086,62.893
2017-05-31,241.840,241.880,240.640,241.420,91796016,1.113,62.216
2017-06-01,241.970,243.380,241.640,243.300,68962024,1.271,68.466
2017-06-02,243.420,244.350,243.080,244.140,88666128,1.448,70.791
2017-06-05,244.020,244.300,243.760,243.970,44698825,1.556,69.672
2017-06-06,243.340,243.980,243.120,243.250,50375430,1.565,64.984
2017-06-07,243.600,243.920,242.830,243.669,54144311,1.589,66.402
2017-06-08,243.770,244.330,243.170,243.730,65950691,1.593,66.613
2017-06-09,244.090,245.010,241.950,243.521,132256362,1.562,65.097
2017-06-12,243.130,243.420,242.380,243.350,86108102,1.507,63.821
2017-06-13,243.980,244.610,243.580,244.480,60066953,1.536,68.256
2017-06-14,244.860,244.870,243.290,244.260,78602311,1.524,66.545
2017-06-15,242.680,243.910,242.360,243.770,66464888,1.458,62.770
2017-06-16,242.770,242.830,241.634,242.640,84553097,1.300,55.024
2017-06-19,243.590,244.730,243.480,244.650,65123802,1.321,63.625
2017-06-20,244.250,244.260,242.990,243.059,56906368,1.196,54.708
2017-06-21,243.420,243.590,242.410,242.940,55977569,1.075,54.096
2017-06-22,242.960,243.530,242.640,242.830,44148059,0.959,53.502
2017-06-23,242.910,243.510,242.470,243.160,66986801,0.883,55.096
2017-06-26,243.900,244.380,243.045,243.260,56700477,0.822,55.593
2017-06-27,243.040,243.380,241.310,241.370,82247666,0.614,45.372
